area_sqft,num_floors,project_type,location_zone,foundation_type,wall_material,roof_type,has_basement,has_parking,quality_grade,soil_type,distance_to_city_center,total_cost
47164.85379515855,13,infrastructure,suburban,pile,glass,hip,0,0,standard,loamy,51.5063862049679,11636522.4813969
39366.88238584621,1,residential,rural,pile,wood,mansard,0,0,economy,rocky,94.18952720779771,2340415.719305405
49570.73112742892,1,infrastructure,urban,pile,wood,hip,0,0,luxury,rocky,1.6101978328686872,18907035.257944558
27451.875473613014,15,commercial,suburban,basement,glass,mansard,1,0,premium,sandy,75.76270731099868,12123881.041897772
48157.0333375337,1,industrial,rural,basement,wood,hip,0,1,standard,clay,7.250973584868092,4855244.191676673
4242.4495105291635,6,infrastructure,rural,basement,glass,gable,0,1,economy,rocky,7.7922105327039475,422359.04643720033
18601.19703893788,13,infrastructure,suburban,basement,concrete,gable,1,1,economy,clay,65.4132291779806,2634362.7791428226
11656.37276633491,1,commercial,suburban,pile,glass,gable,0,0,economy,sandy,90.89325566760174,1216782.9640197447
10193.737664646367,5,infrastructure,suburban,slab,concrete,flat,1,0,luxury,rocky,28.769633414515038,3963474.1274015354
7469.745970187466,9,infrastructure,urban,crawl_space,concrete,hip,0,1,economy,rocky,26.930617891543175,1206867.0492818593
31309.475257516835,17,commercial,urban,crawl_space,glass,flat,0,1,premium,sandy,61.77118237859395,18577195.777736813
39175.431859491604,16,infrastructure,rural,pile,wood,hip,1,1,luxury,loamy,77.62808308635655,15499080.74053131
29125.770771307853,8,industrial,rural,slab,steel,gable,1,0,economy,sandy,86.89591197249948,3168904.7293016403
7774.654124616379,17,residential,suburban,crawl_space,glass,flat,0,1,premium,clay,24.970614858497974,3312562.585334227
40650.62661170681,15,infrastructure,rural,slab,wood,flat,0,1,economy,clay,74.019917910108,4116663.196850022
31979.75800460456,1,industrial,rural,pile,concrete,mansard,0,1,premium,loamy,30.721209049413257,5074947.726464779
19714.202453286278,12,infrastructure,suburban,basement,brick,hip,0,1,premium,sandy,54.48119202902253,6289887.427019832
33869.449629035116,5,residential,urban,slab,steel,mansard,1,1,economy,sandy,19.0852471294084,5057248.366176902
13365.296472520226,6,commercial,urban,crawl_space,wood,flat,0,1,premium,loamy,14.600202408307371,4107934.8137637093
17587.01432046342,1,residential,urban,crawl_space,steel,flat,1,1,standard,sandy,93.53035501338375,3921805.0414260593
45915.54923503352,1,infrastructure,rural,crawl_space,brick,gable,0,0,economy,rocky,54.71992504045612,2955434.3546203217
14879.97303073531,10,residential,suburban,basement,brick,mansard,0,1,standard,sandy,0.4589546993055249,3026885.418048543
23764.41927381786,10,residential,urban,slab,brick,mansard,1,0,premium,rocky,79.3436544114628,9136673.310250495
44561.98630110273,3,commercial,rural,slab,glass,mansard,0,0,luxury,sandy,69.08701320313588,15031587.252095716
35532.20683824261,17,infrastructure,suburban,crawl_space,steel,hip,1,1,luxury,rocky,32.588280457749654,22831946.3990822
3579.0596951527864,19,residential,urban,slab,glass,flat,0,1,premium,clay,46.396428249232336,2205342.124758254
7791.500691809032,11,residential,urban,crawl_space,brick,mansard,0,1,standard,loamy,44.98794973126158,1861277.8806685708
888.1587432098825,18,commercial,suburban,slab,wood,gable,0,0,economy,clay,27.476969520852457,119590.06192544934
31730.628616343587,2,industrial,rural,basement,brick,flat,1,1,luxury,rocky,98.05570400973448,9407491.57931719
22659.834557815706,9,infrastructure,rural,basement,glass,gable,0,1,standard,loamy,54.388508272988865,4166212.443670715
7146.605119662639,17,industrial,urban,pile,brick,flat,0,1,luxury,clay,89.7279440952669,5534842.775773618
47917.73899231014,14,industrial,suburban,pile,brick,gable,0,1,luxury,clay,58.5355385661743,23479157.97163333
26718.156335308184,4,commercial,rural,pile,glass,mansard,0,1,premium,rocky,69.01831235685056,5851948.19800577
12473.718058588014,17,commercial,suburban,slab,glass,mansard,0,1,economy,sandy,2.954244347708701,2300444.203368375
25279.876772158023,17,infrastructure,suburban,basement,wood,gable,0,0,standard,sandy,51.18185493943873,5294550.41586502
34141.206470387835,12,industrial,urban,basement,glass,hip,0,0,standard,rocky,72.12767828882392,11351578.989081504
4273.8412896914415,18,residential,suburban,basement,wood,gable,0,0,economy,clay,12.186303823803202,529560.2982684562
14097.838844870654,3,industrial,suburban,crawl_space,concrete,flat,1,0,standard,sandy,67.83249625348517,2371141.3800210585
40444.79179875768,11,commercial,suburban,slab,concrete,gable,1,0,luxury,sandy,8.427222693333302,22008785.603453785
23253.411084931733,18,residential,rural,slab,glass,gable,0,1,economy,clay,80.70229178088347,3462814.7287443704
27555.568530598597,4,residential,urban,pile,brick,flat,0,0,luxury,rocky,97.7783840176275,12862715.436310833
21924.392109368728,17,commercial,urban,crawl_space,steel,mansard,0,0,luxury,rocky,62.67346011792527,17884850.932199
2673.0471608287535,18,residential,suburban,crawl_space,brick,flat,0,0,luxury,sandy,7.707789278319089,1521550.239430052
8704.614101097719,5,industrial,suburban,basement,glass,gable,1,1,economy,rocky,58.6753449498431,1179625.4094422406
22554.3111177236,14,commercial,rural,pile,wood,flat,0,1,standard,clay,74.08630797975823,3344324.4684079187
10854.680537692428,10,infrastructure,urban,slab,brick,gable,0,0,luxury,rocky,93.30959962247755,6819229.131413537
2973.9619186540976,15,commercial,rural,crawl_space,concrete,mansard,1,0,economy,loamy,4.545869180522077,360852.49541432573
42260.658370565274,1,infrastructure,urban,basement,glass,gable,0,0,economy,rocky,77.50423088127309,5492781.293803344
49069.03019362373,16,infrastructure,rural,slab,brick,gable,0,1,premium,rocky,13.258170690357485,13739803.272935148
39760.5722628386,11,commercial,suburban,basement,brick,mansard,0,1,premium,rocky,79.05863772293107,11235403.369989824
42762.353624381016,6,commercial,rural,slab,wood,flat,0,1,premium,loamy,88.8710285872585,8300596.959340509
12477.867950693746,16,infrastructure,suburban,basement,wood,hip,0,1,standard,clay,86.12428314330243,2681438.1256720438
48051.03528790339,2,infrastructure,urban,slab,wood,hip,0,1,standard,rocky,65.28731574573901,7533632.518416528
10247.822370444705,1,residential,urban,pile,steel,gable,0,0,standard,sandy,50.07656288003105,2040276.141372046
47595.7756129107,9,commercial,suburban,slab,glass,gable,1,1,standard,rocky,87.45867124007208,11936257.533473253
49743.55505131458,12,commercial,urban,slab,glass,mansard,0,1,luxury,loamy,51.90712602536172,41064570.39849381
35730.27888442941,17,residential,rural,slab,concrete,flat,0,0,economy,loamy,19.011112797749185,4271485.390730922
49066.61472369519,15,commercial,suburban,basement,concrete,hip,0,0,economy,sandy,94.2833032104235,7418432.3217889955
28692.21908857163,19,residential,urban,crawl_space,glass,hip,0,1,premium,loamy,37.32906598769134,18491967.956094645
13347.318267216471,10,residential,rural,slab,brick,mansard,0,0,economy,loamy,62.43490281584347,1234387.7580336665
22131.296340448233,12,commercial,rural,slab,glass,mansard,0,1,standard,loamy,19.914580799419024,4111907.300853239
29881.266301249903,14,industrial,urban,pile,steel,hip,0,1,economy,clay,11.053963599156102,5645133.309028846
4117.537320337242,9,infrastructure,urban,slab,concrete,flat,0,0,luxury,loamy,55.103845021878215,2510475.7277851147
31305.991598553683,13,commercial,rural,pile,concrete,flat,0,0,luxury,rocky,55.45945498335341,14311675.088269789
49068.30291973358,3,industrial,suburban,slab,concrete,flat,1,1,premium,sandy,36.97423395011975,12323911.72511895
9910.328664294517,14,residential,urban,basement,glass,gable,0,0,standard,rocky,31.173853264171825,3402818.6736765406
39733.45825627497,10,industrial,urban,crawl_space,concrete,flat,1,0,economy,rocky,37.4173487534935,6382261.893372962
45440.990292091155,16,commercial,suburban,crawl_space,concrete,gable,0,0,premium,sandy,79.51455998625016,16943339.47405838
47213.22884460093,7,commercial,suburban,crawl_space,glass,gable,0,1,economy,clay,35.77347919252332,5995882.750580012
48026.712418069634,4,industrial,urban,basement,brick,mansard,0,1,premium,clay,92.13726736551695,14439397.169632852
26312.25211671286,11,commercial,suburban,pile,concrete,gable,1,0,premium,loamy,11.29624677910802,9050851.600198604
48876.741445579435,16,infrastructure,rural,crawl_space,concrete,gable,1,0,luxury,clay,93.15762948059138,24858220.532976232
37986.855253154725,4,industrial,rural,basement,concrete,mansard,1,0,luxury,clay,68.95480055380526,13015321.212179618
8502.736093729614,17,residential,rural,basement,steel,flat,1,0,luxury,loamy,34.43509254874102,4727129.432520568
24106.555270164514,13,industrial,urban,slab,glass,flat,0,1,premium,clay,0.6855223276326372,13361575.301321704
36057.393180914194,11,industrial,suburban,pile,concrete,hip,1,0,luxury,clay,80.24316220114342,19268028.454703216
12743.345633044624,3,industrial,rural,basement,steel,hip,1,1,luxury,loamy,96.93274629715809,4506381.676851835
32210.451585669925,9,industrial,suburban,pile,brick,gable,0,1,standard,rocky,98.24393609129368,6028402.861268149
33496.72371280765,6,residential,rural,crawl_space,brick,hip,1,0,economy,rocky,42.34052102368495,3362551.346779821
8553.637318524012,11,residential,suburban,crawl_space,steel,mansard,0,1,economy,sandy,7.050439553695387,1138186.1187550947
28471.722966411435,16,residential,rural,crawl_space,brick,hip,1,0,standard,clay,31.37537857422433,5835623.542034955
38695.53209344108,19,industrial,rural,slab,wood,hip,1,0,standard,loamy,30.97402300134321,6999143.7638549525
25195.335394529124,5,infrastructure,rural,slab,brick,gable,1,1,luxury,loamy,10.238124194339647,7597293.052768684
1099.1042804173176,14,infrastructure,rural,pile,wood,mansard,1,0,luxury,clay,52.47165975665746,423259.6272572368
947.4042194249628,17,residential,rural,pile,steel,hip,0,0,economy,clay,60.45784784843784,109795.38783016925
18172.952526515604,3,infrastructure,rural,slab,wood,flat,0,0,standard,loamy,72.88190783055958,1875330.842075598
46346.606387373206,4,infrastructure,rural,basement,brick,mansard,0,0,standard,loamy,5.1013744565620245,5699635.0311382655
11819.500590378635,16,infrastructure,rural,pile,concrete,mansard,0,1,luxury,loamy,27.53973297858203,5322856.138429477
31901.002599148513,16,infrastructure,rural,pile,wood,gable,0,0,economy,sandy,35.52035022727461,3311151.5766059933
11492.75559931937,4,infrastructure,suburban,crawl_space,brick,mansard,0,0,premium,rocky,89.2241359672752,2833620.5407351754
16422.664488147657,19,commercial,suburban,pile,concrete,mansard,0,1,standard,loamy,90.13920115386014,4430092.025511792
42478.08343527346,17,residential,urban,pile,steel,mansard,1,0,economy,rocky,25.997186411955685,9266369.39601425
36578.64139236237,13,industrial,rural,basement,steel,mansard,1,1,economy,clay,48.73310573970664,4962361.869168695
5222.264227003926,1,infrastructure,suburban,pile,glass,mansard,0,0,economy,rocky,42.47563630983369,473412.41151972994
21720.750038828464,12,commercial,suburban,basement,steel,mansard,0,0,standard,rocky,52.670757712949204,4998371.163602433
1943.9033004405912,4,industrial,suburban,crawl_space,glass,mansard,0,0,premium,rocky,28.61147849475155,556097.649246429
24304.062256848945,11,commercial,suburban,slab,steel,flat,0,0,luxury,clay,46.29216474371653,14419859.022777477
33290.48357920287,5,infrastructure,suburban,crawl_space,steel,mansard,0,0,premium,rocky,14.537040924716482,9533873.184481869
6365.879868108502,2,infrastructure,suburban,basement,steel,gable,1,0,economy,rocky,70.95504493463056,719184.865851265
14799.804476003701,17,infrastructure,urban,basement,glass,flat,0,1,standard,sandy,36.97404704538627,5661432.48073345
20192.912962356768,8,infrastructure,suburban,pile,glass,mansard,1,0,standard,clay,54.241669293359216,4731820.100699642
46016.785720474465,6,industrial,urban,pile,wood,hip,0,0,premium,rocky,60.46012175027106,14506608.132350767
49666.12326343672,9,industrial,urban,slab,brick,gable,0,0,premium,clay,83.6525696227777,16678261.203196231
2723.109300282985,13,commercial,rural,basement,brick,flat,1,1,standard,loamy,8.175936835006038,488456.7578625995
38169.89221302191,11,residential,rural,basement,brick,gable,0,0,premium,rocky,48.274014945213864,8614913.258950798
18900.34128691599,16,infrastructure,rural,crawl_space,steel,flat,0,0,luxury,clay,89.40720803034152,9431831.338677729
19926.680218359263,16,commercial,suburban,slab,brick,hip,1,1,luxury,rocky,32.979750949732754,11396519.400019357
37836.11618067762,2,commercial,rural,crawl_space,glass,gable,0,0,luxury,rocky,44.45261721105324,12382748.791933848
45962.108391197726,10,commercial,suburban,pile,wood,gable,0,0,economy,loamy,8.507439168912057,5151859.003812714
47570.965427876145,12,infrastructure,suburban,pile,concrete,flat,0,0,premium,sandy,75.06733465584017,15916307.948454635
29067.56800889688,8,infrastructure,rural,crawl_space,wood,flat,1,0,standard,clay,8.50215762992692,4257154.483620742
18177.49738537489,11,commercial,rural,pile,brick,hip,0,1,economy,rocky,63.09780557045451,1812045.6992713457
39483.67975000957,10,infrastructure,urban,crawl_space,brick,mansard,1,0,standard,loamy,37.42451066849124,10915632.76136102
12924.568471483863,13,commercial,urban,basement,glass,flat,0,0,premium,loamy,33.815951803116086,7001929.470820346
28421.66442725913,17,industrial,suburban,basement,wood,flat,0,0,premium,sandy,58.550369358007714,8485001.930027137
18249.63384548122,7,infrastructure,suburban,pile,glass,flat,0,1,economy,sandy,56.766923570842266,2282501.9718854995
33003.238148539866,3,industrial,rural,slab,glass,hip,0,0,economy,loamy,40.54529783257274,3122821.070798989
12399.746188228592,13,residential,rural,basement,concrete,mansard,0,1,luxury,loamy,27.834456784448548,5469274.460906219
9983.850813873876,19,infrastructure,urban,pile,glass,mansard,0,0,economy,clay,50.81687600184123,2286145.83849367
45952.834790434135,7,residential,rural,slab,glass,hip,0,1,luxury,clay,26.71025994090208,19020960.598674815
5539.282306002076,9,commercial,suburban,pile,concrete,mansard,0,1,economy,loamy,10.2641328267279,712248.0422363654
25544.916432879116,19,infrastructure,rural,crawl_space,steel,gable,1,0,luxury,loamy,79.9152447302912,15811680.500289228
11432.212756668941,13,infrastructure,urban,pile,steel,hip,0,0,premium,sandy,70.23099111991377,5396162.624457577
2427.033184620539,8,infrastructure,suburban,crawl_space,concrete,flat,1,0,standard,clay,8.435096272997544,512269.75229686167
2282.9315054256062,18,residential,urban,basement,glass,mansard,1,0,premium,loamy,16.260560374667065,1424263.7586445815
9173.477719238454,2,residential,urban,basement,brick,gable,0,0,luxury,clay,10.016667950145909,4011014.0182336695
43405.13254804701,18,commercial,suburban,pile,wood,hip,0,0,premium,clay,79.07102251994925,14234673.700447528
14482.697826862819,18,industrial,urban,slab,brick,hip,0,0,economy,loamy,77.28708631148434,2944869.2751257694
47547.72894347714,11,industrial,rural,pile,brick,flat,1,0,economy,loamy,40.8034620109873,5371764.198400239
29290.303502965082,1,residential,rural,pile,glass,flat,0,1,standard,rocky,82.1400788476733,3702172.347932195
22112.402393553923,14,infrastructure,urban,basement,wood,hip,1,0,standard,clay,97.39589068041292,5854079.653010298
29214.397316138,16,industrial,rural,basement,wood,gable,0,0,premium,clay,97.04670822542319,7276922.069677219
26076.570068700254,11,industrial,urban,pile,steel,flat,1,1,standard,sandy,98.08574713461935,7923094.056592373
38059.424560987594,1,residential,rural,basement,concrete,hip,0,1,economy,sandy,84.63846798907831,2475722.0881662257
14483.555265656187,7,commercial,urban,crawl_space,glass,hip,1,1,economy,sandy,21.69879644989301,2729489.8036772474
17975.99438421497,16,residential,rural,pile,wood,flat,0,1,economy,clay,5.741802659675721,1692240.5203591683
44757.66797539591,14,residential,suburban,basement,glass,mansard,0,1,luxury,loamy,81.16598756175837,31360732.10764748
47349.59740094507,15,infrastructure,suburban,pile,steel,gable,0,0,luxury,loamy,30.854374794625915,29214844.270492584
44681.63226058049,14,residential,rural,basement,brick,mansard,0,1,premium,loamy,33.77537676345362,12369281.747486845
21262.675700887023,11,infrastructure,urban,crawl_space,wood,mansard,0,1,luxury,clay,7.29955992271295,12390508.017808715
39128.09239884064,16,commercial,rural,crawl_space,steel,gable,0,1,standard,loamy,71.4711334471692,8150342.433860339
24078.61879840439,19,infrastructure,urban,pile,glass,gable,0,0,economy,sandy,43.075739307708936,5652515.886157034
25128.22268123206,17,commercial,rural,crawl_space,steel,flat,0,1,premium,loamy,20.42655042113204,8413301.581948215
10631.665398335555,6,commercial,rural,crawl_space,steel,flat,0,1,luxury,loamy,65.24609638269186,4191818.286339006
29760.950011296565,11,commercial,suburban,basement,steel,flat,0,0,premium,sandy,97.98840619967645,9732700.97989895
9713.726938790724,17,residential,urban,pile,steel,gable,1,1,premium,rocky,49.84003113528136,5165810.450171961
16912.452603826092,9,infrastructure,urban,basement,steel,mansard,0,0,standard,rocky,60.637019795119826,4951612.046127259
42823.99498018679,18,industrial,urban,basement,steel,gable,0,1,standard,rocky,16.28573530883206,16373675.138359891
10750.252555937333,17,residential,urban,slab,concrete,flat,0,1,standard,clay,16.095728433259637,3469811.2314006826
4022.3351160849243,12,commercial,urban,crawl_space,glass,mansard,1,0,premium,clay,45.824141891378744,2142151.03838924
3915.875834334407,5,industrial,suburban,basement,brick,flat,0,1,premium,sandy,84.47603637974295,926397.8921661589
47068.833764903844,11,residential,rural,basement,glass,mansard,1,1,standard,rocky,90.91500212508559,9726688.30839993
25592.561679110815,4,industrial,urban,basement,wood,flat,0,0,luxury,clay,64.17516821859721,10906251.143173426
20765.897554942407,4,commercial,urban,crawl_space,wood,gable,1,0,economy,loamy,36.051972085426456,2504744.751571056
40638.48975989196,3,industrial,rural,crawl_space,glass,hip,0,1,standard,rocky,75.00392962591053,5971451.52877146
41873.383431570546,17,industrial,suburban,crawl_space,steel,hip,1,0,luxury,rocky,29.194039994436714,27589893.055600885
16943.456139222428,7,commercial,suburban,pile,concrete,mansard,0,0,premium,clay,21.955308426395526,4377748.6234152615
34834.09384495286,4,industrial,suburban,basement,brick,gable,0,1,premium,rocky,79.54275473958894,8272601.682190383
38670.57938466839,13,residential,rural,crawl_space,steel,flat,0,1,luxury,sandy,75.1318009698282,16846574.59444601
32905.20899986475,12,industrial,rural,basement,glass,mansard,1,0,luxury,sandy,88.21053867693976,17384820.880624335
8003.956202604919,1,infrastructure,suburban,pile,glass,mansard,1,0,premium,clay,57.648391105237906,2029608.0186117315
43856.21263409432,19,residential,suburban,slab,concrete,flat,1,1,premium,rocky,89.6714583053025,17251005.4561362
27185.18036043243,18,industrial,rural,pile,concrete,flat,0,1,premium,sandy,2.647836412578175,8296768.143967302
14482.385105315183,11,infrastructure,suburban,crawl_space,glass,flat,0,1,premium,rocky,25.37158510000429,5105025.473516921
21548.79517916585,3,infrastructure,urban,crawl_space,steel,gable,0,0,standard,sandy,80.44545326774241,4505875.958604911
2359.7689747459153,17,infrastructure,rural,pile,steel,hip,0,1,premium,sandy,42.36581932863203,735128.6909356288
6829.40666050967,12,industrial,suburban,basement,steel,mansard,1,0,premium,rocky,23.938905494120565,2525646.859118846
38394.56415053511,10,commercial,urban,crawl_space,brick,mansard,0,1,luxury,clay,79.61390745622717,21955916.856337696
500.575920390624,8,infrastructure,rural,crawl_space,brick,hip,0,0,luxury,clay,82.22677220940821,147285.62003800037
21120.008509873463,15,commercial,rural,pile,steel,mansard,0,1,luxury,clay,45.62565803457983,10706845.117794802
26364.253963736628,5,residential,urban,basement,glass,gable,1,1,premium,rocky,46.65935443740562,10894213.553812595
3204.4037900481285,4,commercial,rural,pile,concrete,flat,0,1,luxury,rocky,78.09362341997911,908843.7141357962
48667.36906713048,19,commercial,suburban,pile,wood,hip,1,0,premium,rocky,77.13309656055134,17046858.073835246
11693.20389685876,4,commercial,rural,basement,concrete,gable,0,1,premium,clay,86.65639372196131,2101603.5932591744
15557.836621995903,15,commercial,suburban,basement,concrete,flat,1,1,luxury,rocky,64.55326083408336,9467288.547644095
15545.154356623852,17,commercial,urban,slab,wood,hip,0,1,economy,clay,18.589145970133835,2703637.072483062
11905.62477480882,12,residential,urban,pile,steel,gable,0,1,standard,sandy,54.97128036418298,3329031.4522391954
572.9541932724151,3,residential,rural,basement,concrete,hip,1,0,standard,clay,38.23846623687701,74695.63727866943
36602.56730735582,10,commercial,urban,crawl_space,wood,hip,0,0,economy,clay,2.7039114968128053,5332711.092784333
48358.852240064625,15,commercial,urban,slab,glass,gable,0,0,economy,loamy,19.650286207303893,10400773.856278844
11602.52742260973,10,infrastructure,rural,pile,glass,mansard,0,0,premium,loamy,20.557815556836278,3162002.0102512296
33320.83599426941,18,residential,suburban,basement,glass,gable,0,0,luxury,clay,8.233648084541045,23134385.496414825
37223.8681844564,1,industrial,rural,slab,steel,hip,1,1,standard,loamy,45.33195984111992,5286565.904385477
42497.05626498097,3,residential,rural,slab,concrete,hip,0,1,standard,rocky,50.80350913038747,5073219.583693918
21420.14525217365,12,industrial,suburban,crawl_space,concrete,gable,1,1,economy,loamy,34.001181716042616,2870912.0886639757
15495.079829201248,1,infrastructure,suburban,slab,brick,flat,0,1,luxury,loamy,41.23592256512569,5299886.027917862
16602.10913414004,3,commercial,suburban,pile,glass,flat,0,0,standard,loamy,54.94921924477762,3000507.663812301
35774.75598837638,3,infrastructure,rural,basement,steel,flat,0,1,standard,clay,12.04834852375949,4859786.75050666
40930.58359202898,5,commercial,suburban,slab,wood,flat,1,0,premium,sandy,56.22813074660932,9932607.587664045
9489.891403951831,19,residential,urban,slab,steel,gable,1,0,premium,sandy,70.99249899768132,5800693.11993924
18861.57990380938,1,commercial,suburban,pile,concrete,mansard,0,0,premium,sandy,87.47619949726861,3675790.689380348
45146.039739082924,4,industrial,urban,crawl_space,glass,flat,0,1,standard,sandy,30.1573707791841,11103548.856333822
40431.32922488959,4,industrial,suburban,crawl_space,brick,hip,1,1,standard,sandy,74.74094619497797,6856747.125697442
49250.49093674255,17,infrastructure,urban,basement,steel,flat,1,0,premium,sandy,60.602084361603794,25427666.73790944
37835.288854262995,14,residential,urban,pile,brick,mansard,1,0,premium,clay,50.2799031862583,16043122.821766365
19963.16245088215,18,industrial,urban,crawl_space,concrete,gable,0,1,luxury,rocky,91.9555545995229,15856635.150656112
29736.57278273457,1,infrastructure,urban,basement,wood,mansard,0,1,standard,rocky,62.000672861534845,4802224.136666401
33220.20558524235,16,residential,urban,basement,steel,mansard,0,1,standard,sandy,36.60694219987937,11937415.305668555
4383.562907697636,3,residential,suburban,crawl_space,concrete,mansard,0,0,economy,loamy,71.29329280352923,408421.10313759936
27452.59947564132,9,infrastructure,rural,pile,glass,flat,1,1,premium,loamy,95.98769865262746,8726036.973161008
35611.38100939417,4,industrial,rural,slab,steel,flat,0,0,premium,clay,91.81783777986902,7207492.470406675
8782.40454805249,5,industrial,rural,crawl_space,brick,mansard,1,0,premium,sandy,98.02698106659867,1789091.4953400856
39141.27001256508,11,infrastructure,rural,slab,steel,gable,0,0,standard,sandy,9.508342960846495,6960201.0996346995
29396.752635448527,9,industrial,rural,slab,concrete,flat,0,1,luxury,loamy,44.34436988370871,11382528.40432097
47634.978392030935,3,infrastructure,urban,pile,concrete,gable,0,0,standard,sandy,43.26892909759953,9809893.179258049
2599.903761241139,6,industrial,suburban,pile,brick,flat,0,1,economy,sandy,38.38115677102276,263962.4063018769
13633.643808995615,11,industrial,urban,basement,concrete,gable,0,0,economy,loamy,17.84909093423357,2226600.0949625825
30276.917025341292,9,infrastructure,suburban,pile,steel,flat,0,0,luxury,rocky,83.21990160420253,15852073.386954285
15179.71565419357,15,infrastructure,suburban,basement,brick,mansard,1,1,premium,rocky,67.30787316757157,5596344.241601702
35863.99612152649,3,industrial,suburban,crawl_space,concrete,hip,0,0,economy,clay,60.59904186578356,3143918.3597996742
38070.76148483559,1,infrastructure,suburban,slab,concrete,hip,1,1,standard,loamy,44.68531007614127,6197229.924156341
5574.5402212904855,19,industrial,rural,pile,steel,gable,1,1,economy,clay,38.85220003458354,810775.4815453021
25935.795978235,14,commercial,suburban,crawl_space,concrete,gable,1,1,economy,sandy,78.6462245313357,3676318.455937175
25690.082501757268,17,residential,suburban,basement,steel,mansard,1,0,luxury,loamy,52.68350927876572,16998982.899343427
18779.398125669282,14,residential,rural,pile,glass,mansard,0,1,luxury,rocky,60.76519412941468,10234937.45454884
46679.78069719877,17,industrial,urban,slab,steel,gable,0,1,standard,sandy,10.000321542162094,17589865.85614944
41461.56283372445,14,residential,urban,crawl_space,wood,hip,1,1,premium,rocky,47.14835242341192,17784486.300057948
35011.86440452702,12,industrial,urban,pile,concrete,mansard,0,1,luxury,rocky,13.031501624369302,24428987.75198636
35859.16846888238,16,infrastructure,urban,pile,glass,gable,0,0,luxury,clay,5.383369934900983,32299476.742104802
23354.949118749395,1,commercial,suburban,crawl_space,brick,mansard,1,1,premium,loamy,68.92950178555438,5096468.923759504
46089.228794280505,13,residential,rural,basement,wood,mansard,0,0,economy,loamy,27.481373273599687,4560180.655904772
34882.47364903762,6,residential,rural,basement,brick,flat,1,0,standard,loamy,96.50536004979823,4849608.033210552
36584.56255196292,17,infrastructure,urban,pile,wood,mansard,0,1,standard,clay,60.54988370856654,9981205.063943405
43153.69973747359,12,commercial,rural,basement,glass,gable,1,1,economy,rocky,64.5162031541821,6182568.2822898375
14066.543672438454,19,commercial,suburban,basement,glass,mansard,1,1,premium,clay,19.68228949233334,6359987.416081158
40450.009741401795,6,commercial,urban,crawl_space,glass,gable,0,1,premium,loamy,12.888288661064983,16129866.298452776
10164.409846346356,7,infrastructure,suburban,basement,wood,flat,0,0,luxury,sandy,52.540849811633535,3836283.673915732
17594.42663612195,1,residential,suburban,basement,steel,flat,0,0,premium,loamy,92.55611012114977,4286603.989212398
17112.717486357215,1,residential,suburban,crawl_space,brick,hip,0,0,standard,loamy,5.574511450800712,2398574.4795729034
48937.01068526246,5,commercial,suburban,pile,steel,flat,1,0,standard,rocky,50.817171254879526,9588833.30141095
42898.59257552238,6,infrastructure,suburban,pile,steel,flat,0,0,standard,loamy,19.871069980936053,8582666.44811833
35207.908148717856,16,infrastructure,urban,crawl_space,concrete,gable,0,1,premium,loamy,78.19840857090786,15738678.090606557
36489.309699961814,16,infrastructure,suburban,slab,brick,hip,0,1,economy,rocky,68.19487502837444,5271322.432171231
28322.60332292727,14,commercial,urban,crawl_space,wood,flat,0,0,standard,loamy,9.720650143776322,6992971.698293951
47380.98802187169,1,infrastructure,rural,slab,concrete,mansard,0,0,standard,loamy,61.63372062907094,5368948.181563221
25064.808267676897,13,commercial,suburban,basement,concrete,hip,1,1,economy,rocky,98.36001441128032,3956880.223300601
19335.626638559777,10,commercial,suburban,pile,glass,flat,0,0,luxury,sandy,52.813912605025784,10404081.7815757
8570.249178113754,10,commercial,rural,slab,wood,hip,0,1,premium,rocky,28.54488786063982,1920879.9400042547
39417.179786922374,9,industrial,urban,slab,steel,flat,0,0,standard,loamy,15.213525218079404,9981142.592450501
36854.974637741776,13,commercial,suburban,basement,steel,gable,1,0,premium,clay,98.96422493122316,14667153.30877733
19525.574406944677,3,infrastructure,rural,pile,steel,hip,0,1,standard,sandy,56.38158489969356,2392343.642088971
1747.0739909818533,18,industrial,rural,basement,glass,hip,0,1,standard,rocky,37.46984003591394,449253.04134775355
42030.367722041534,2,residential,suburban,pile,steel,flat,0,0,luxury,sandy,21.43152001243881,15469848.763619712
1065.1901809766448,17,residential,urban,pile,brick,hip,1,1,economy,sandy,95.01992162576268,206179.34905243572
35333.13909163802,19,infrastructure,urban,basement,steel,flat,0,0,economy,clay,62.702870853061754,8571463.1212199
48527.72693143982,13,infrastructure,suburban,slab,steel,mansard,0,0,economy,clay,5.766715146682733,7475885.223565831
22164.23574333607,13,infrastructure,rural,crawl_space,brick,hip,0,1,luxury,clay,5.944659811055053,9504880.720747665
12131.18354729966,1,infrastructure,suburban,pile,glass,hip,1,1,luxury,loamy,93.94359177064453,5239481.583111664
35391.11499714739,2,industrial,urban,pile,concrete,gable,0,0,economy,rocky,71.00969317040807,4088667.7357230093
40947.843029771466,1,infrastructure,rural,crawl_space,wood,gable,1,1,premium,loamy,10.343026614625305,6991616.3732425785
27548.300645853444,5,commercial,suburban,crawl_space,glass,hip,0,0,premium,rocky,62.37587430371217,8689881.098563798
48368.246125179234,3,residential,rural,basement,steel,gable,0,1,luxury,loamy,41.94314846416059,15517501.414937945
